dimx,dimy,dimz,buffer_size,packet_size_min,packet_size_max,routing_type,selection_strategy,traffic_type,injection_rate,steady_state_temp_L0,steady_state_temp_L1,router_avg_temp_L0,router_avg_temp_L1,core_avg_temp_L0,core_avg_temp_L1,mem_avg_temp_L0,mem_avg_temp_L1,total_area,avg_power,avg_cores_power,avg_routers_power,avg_power_per_router,layer_area,area_per_core
3,4,2,10,4,8,fullyadaptive,thermal,random,0.07,65.98095,65.0814416666667,26.0198166666667,25.7326916666667,25.8085833333333,25.5657333333333,25.641025,25.44795,5.71871e+07 (um^2),3.00882e-08 (J/cycle),2.53393e-08 (J/cycle),4.74894e-09 (J/cycle),1.97872e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.08,65.8884416666667,64.9929666666667,25.9982166666667,25.71525,25.7983666666667,25.5588166666667,25.6329333333333,25.442525,5.71871e+07 (um^2),3.00968e-08 (J/cycle),2.53215e-08 (J/cycle),4.77526e-09 (J/cycle),1.98969e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.09,65.9429916666667,65.046575,25.986625,25.712025,25.7847583333333,25.5496583333333,25.6215083333333,25.4348083333333,5.71871e+07 (um^2),3.00983e-08 (J/cycle),2.53307e-08 (J/cycle),4.76756e-09 (J/cycle),1.98648e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.1,65.8956166666667,64.9964083333333,25.9841333333333,25.696525,25.7842416666667,25.5491833333333,25.621,25.4344333333333,5.71871e+07 (um^2),3.00797e-08 (J/cycle),2.5333e-08 (J/cycle),4.74671e-09 (J/cycle),1.9778e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.01,70.4583333333333,69.3488866666667,26.2701666666667,25.74644,25.97372,25.56606,25.6599333333333,25.38288,7.12664e+07 (um^2),4.42199e-08 (J/cycle),3.67053e-08 (J/cycle),7.51459e-09 (J/cycle),2.50486e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.02,75.18996,73.84932,26.5629066666667,25.92208,26.1366266666667,25.66132,25.6771733333333,25.3928466666667,7.12664e+07 (um^2),5.13508e-08 (J/cycle),4.17893e-08 (J/cycle),9.56147e-09 (J/cycle),3.18716e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.03,68.70632,67.6790933333333,26.1149933333333,25.65716,25.8503866666667,25.4934733333333,25.6256066666667,25.3627133333333,7.12664e+07 (um^2),4.14288e-08 (J/cycle),3.45302e-08 (J/cycle),6.8986e-09 (J/cycle),2.29953e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.04,66.3603266666667,65.4437533333333,25.98418,25.5706466666667,25.7741466666667,25.44928,25.6119666666667,25.3549466666667,7.12664e+07 (um^2),3.78798e-08 (J/cycle),3.19659e-08 (J/cycle),5.91398e-09 (J/cycle),1.97133e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.05,66.0788933333333,65.17706,25.99618,25.5798533333333,25.7877866666667,25.45728,25.6294733333333,25.3652,7.12664e+07 (um^2),3.74557e-08 (J/cycle),3.16551e-08 (J/cycle),5.80065e-09 (J/cycle),1.93355e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.06,66.0006466666667,65.1044333333333,25.9831733333333,25.57302,25.7868533333333,25.4567733333333,25.6286933333333,25.36474,7.12664e+07 (um^2),3.7415e-08 (J/cycle),3.16572e-08 (J/cycle),5.7578e-09 (J/cycle),1.91927e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.07,66.0668,65.1638666666667,25.9402066666667,25.5430733333333,25.7417266666667,25.4303466666667,25.5916933333333,25.3431266666667,7.12664e+07 (um^2),3.74316e-08 (J/cycle),3.16308e-08 (J/cycle),5.80083e-09 (J/cycle),1.93361e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.08,66.06868,65.1672933333333,25.9623,25.5597733333333,25.7613533333333,25.44186,25.6078466666667,25.3525733333333,7.12664e+07 (um^2),3.74285e-08 (J/cycle),3.16417e-08 (J/cycle),5.78683e-09 (J/cycle),1.92894e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.09,66.04526,65.1490466666667,25.9718466666667,25.57308,25.7733866666667,25.4489,25.6179666666667,25.35848,7.12664e+07 (um^2),3.74094e-08 (J/cycle),3.16342e-08 (J/cycle),5.77516e-09 (J/cycle),1.92505e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
3,5,2,8,4,8,fullyadaptive,thermal,random,0.1,66.09686,65.1962133333333,26.0093,25.59334,25.7961733333333,25.4622466666667,25.6370333333333,25.3696333333333,7.12664e+07 (um^2),3.74188e-08 (J/cycle),3.16281e-08 (J/cycle),5.7907e-09 (J/cycle),1.93023e-10 (J/cycle),3.56332e+07 (um^2),4.69523e+06 (um^2)
